COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
ELECTRODES,BELARUS,KGS,143,0.01
ELECTRODES,BELGIUM,KGS,132,0
ELECTRODES,BENIN,KGS,11,0
ELECTRODES,BHUTAN,KGS,182328,0.48
ELECTRODES,BOLIVIA,KGS,3110,0.02
ELECTRODES,BOSNIA-HRZGOVIN,KGS,154,0
ELECTRODES,BOTSWANA,KGS,44,0
ELECTRODES,BRAZIL,KGS,2672275,6.61
ELECTRODES,BRUNEI,KGS,1000,0.01
ELECTRODES,BURKINA FASO,KGS,1170,0.01
ELECTRODES,BURUNDI,KGS,6287,0.01
ELECTRODES,CAMBODIA,KGS,38,0
ELECTRODES,CAMEROON,KGS,2660,0.01
ELECTRODES,CANADA,KGS,19071,0.05
ELECTRODES,CHILE,KGS,177984,0.49
ELECTRODES,CHINA P RP,KGS,61141,0.54
ELECTRODES,COLOMBIA,KGS,65830,0.22
ELECTRODES,COMOROS,KGS,10,0
ELECTRODES,CONGO D. REP.,KGS,111617,0.25
ELECTRODES,CONGO P REP,KGS,1273,0.01
ELECTRODES,COSTA RICA,KGS,240739,0.47
ELECTRODES,COTE D' IVOIRE,KGS,189038,0.26
ELECTRODES,CROATIA,KGS,902,0
ELECTRODES,CUBA,KGS,75964,0.08
ELECTRODES,CYPRUS,KGS,5512,0.01
ELECTRODES,CZECH REPUBLIC,KGS,6684,0.07
ELECTRODES,DENMARK,KGS,6000,0.04
ELECTRODES,DJIBOUTI,KGS,1492,0.01
ELECTRODES,DOMINIC REP,KGS,51795,0.07
ELECTRODES,ECUADOR,KGS,57568,0.15
ELECTRODES,EGYPT A RP,KGS,370822,0.87
ELECTRODES,ETHIOPIA,KGS,56740,0.14
ELECTRODES,FIJI IS,KGS,2635,0.02
ELECTRODES,FINLAND,KGS,26001,0.05
ELECTRODES,FRANCE,KGS,38734,0.34
ELECTRODES,GABON,KGS,2524,0.01
ELECTRODES,GAMBIA,KGS,140,0
ELECTRODES,GEORGIA,KGS,63,0
ELECTRODES,GERMANY,KGS,67199,0.67
ELECTRODES,GHANA,KGS,200771,0.41
ELECTRODES,GRENADA,KGS,3007,0
ELECTRODES,GUADELOUPE,KGS,16584,0.03
ELECTRODES,GUATEMALA,KGS,75318,0.13
ELECTRODES,GUINEA,KGS,67236,0.1
ELECTRODES,GUYANA,KGS,96831,0.12
ELECTRODES,HAITI,KGS,55832,0.07
ELECTRODES,HONDURAS,KGS,2199,0.01
ELECTRODES,HONG KONG,KGS,38060,0.16
ELECTRODES,HUNGARY,KGS,4774,0.01
ELECTRODES,INDONESIA,KGS,271844,1.09
ELECTRODES,IRAN,KGS,9915,0.1
ELECTRODES,IRAQ,KGS,3165,0.02
ELECTRODES,IRELAND,KGS,2245,0.01
ELECTRODES,ISRAEL,KGS,82452,0.17
ELECTRODES,ITALY,KGS,41943,0.13
ELECTRODES,JAMAICA,KGS,25872,0.05
ELECTRODES,JAPAN,KGS,6369,0.21
ELECTRODES,JORDAN,KGS,25601,0.79
ELECTRODES,KENYA,KGS,1448500,1.92
ELECTRODES,KOREA RP,KGS,25411,0.28
ELECTRODES,KUWAIT,KGS,795865,1.2
ELECTRODES,LAO PD RP,KGS,1238,0.02
ELECTRODES,LATVIA,KGS,1494,0
ELECTRODES,LEBANON,KGS,6766,0.03
ELECTRODES,LIBERIA,KGS,27924,0.07
ELECTRODES,LIBYA,KGS,46005,0.07
ELECTRODES,LITHUANIA,KGS,2885,0.02
ELECTRODES,MADAGASCAR,KGS,22697,0.05
ELECTRODES,MALAWI,KGS,24452,0.05
ELECTRODES,MALAYSIA,KGS,130808,0.65
ELECTRODES,MALDIVES,KGS,19525,0.03
ELECTRODES,MALI,KGS,46034,0.12
ELECTRODES,MAURITANIA,KGS,15444,0.02
ELECTRODES,MAURITIUS,KGS,59489,0.1
ELECTRODES,MEXICO,KGS,35691,0.42
ELECTRODES,MOLDOVA,KGS,2830,0.01
ELECTRODES,MONGOLIA,KGS,80,0.01
ELECTRODES,MOROCCO,KGS,78933,0.33
ELECTRODES,MOZAMBIQUE,KGS,116098,0.17
ELECTRODES,MYANMAR,KGS,5386,0.02
ELECTRODES,NAMIBIA,KGS,60,0
ELECTRODES,NEPAL,KGS,1337520,2.99
ELECTRODES,NETHERLAND,KGS,26744,0.13
ELECTRODES,NEW CALEDONIA,KGS,640,0
ELECTRODES,NEW ZEALAND,KGS,57564,0.09
ELECTRODES,NICARAGUA,KGS,15,0
ELECTRODES,NIGER,KGS,155,0.01
ELECTRODES,NIGERIA,KGS,2756923,3.62
ELECTRODES,NORWAY,KGS,210,0
ELECTRODES,OMAN,KGS,1000171,1.36
ELECTRODES,PAKISTAN IR,KGS,18079,0.07
ELECTRODES,PANAMA REPUBLIC,KGS,46860,0.09
ELECTRODES,PAPUA N GNA,KGS,1000,0.01
ELECTRODES,PARAGUAY,KGS,30,0
ELECTRODES,PERU,KGS,323998,0.78
ELECTRODES,PHILIPPINES,KGS,61406,0.22
ELECTRODES,POLAND,KGS,608833,1.54
ELECTRODES,PORTUGAL,KGS,34145,0.08
ELECTRODES,PUERTO RICO,KGS,7062,0.01
ELECTRODES,QATAR,KGS,200023,0.38
ELECTRODES,RUSSIA,KGS,211417,0.8
ELECTRODES,RWANDA,KGS,38235,0.1
ELECTRODES,SAUDI ARAB,KGS,252392,0.8
ELECTRODES,SENEGAL,KGS,69133,0.15
ELECTRODES,SERBIA,KGS,1185,0
ELECTRODES,SEYCHELLES,KGS,29732,0.01
ELECTRODES,SIERRA LEONE,KGS,634,0
ELECTRODES,SINGAPORE,KGS,37663,0.21
ELECTRODES,SLOVAK REP,KGS,580,0
ELECTRODES,SLOVENIA,KGS,10502,0.04
ELECTRODES,SOMALIA,KGS,381,0
ELECTRODES,SOUTH AFRICA,KGS,160089,0.36
ELECTRODES,SOUTH SUDAN,KGS,5,0
ELECTRODES,SPAIN,KGS,167049,0.42
ELECTRODES,SRI LANKA DSR,KGS,113685,0.67
ELECTRODES,SUDAN,KGS,31162,0.14
ELECTRODES,SWEDEN,KGS,294,0
ELECTRODES,SWITZERLAND,KGS,2,0
ELECTRODES,SYRIA,KGS,3,0
ELECTRODES,TAIWAN,KGS,460,0
ELECTRODES,TANZANIA REP,KGS,264028,0.51
ELECTRODES,THAILAND,KGS,197989,0.74
ELECTRODES,TOGO,KGS,29822,0.26
ELECTRODES,TRINIDAD,KGS,12000,0.1
ELECTRODES,TURKEY,KGS,45884,0.18
ELECTRODES,U ARAB EMTS,KGS,3667378,6.15
ELECTRODES,U K,KGS,84499,0.32
ELECTRODES,U S A,KGS,1583289,3.79
ELECTRODES,UGANDA,KGS,416694,0.9
ELECTRODES,UKRAINE,KGS,27839,0.11
ELECTRODES,UZBEKISTAN,KGS,430,0
ELECTRODES,VENEZUELA,KGS,23004,0.03
ELECTRODES,VIETNAM SOC REP,KGS,31462,0.19
ELECTRODES,YEMEN REPUBLC,KGS,15,0
ELECTRODES,ZAMBIA,KGS,89735,0.3
ELECTRODES,ZIMBABWE,KGS,7494,0.02
MOTOR VEHICLE/CARS,AFGHANISTAN,NOS,4193,5.54
MOTOR VEHICLE/CARS,ALBANIA,NOS,52,0.64
MOTOR VEHICLE/CARS,ALGERIA,NOS,6918,80.74
MOTOR VEHICLE/CARS,ANDORRA,NOS,1,0.01
MOTOR VEHICLE/CARS,ANGOLA,NOS,1092,7.98
MOTOR VEHICLE/CARS,ANTIGUA,NOS,58,0.68
MOTOR VEHICLE/CARS,ARGENTINA,NOS,2,0.02
MOTOR VEHICLE/CARS,ARUBA,NOS,546,5.44
MOTOR VEHICLE/CARS,AUSTRALIA,NOS,4558,44.63
MOTOR VEHICLE/CARS,AUSTRIA,NOS,294,2.87
MOTOR VEHICLE/CARS,BAHAMAS,NOS,241,2.81
MOTOR VEHICLE/CARS,BAHARAIN IS,NOS,2099,20.11
MOTOR VEHICLE/CARS,BANGLADESH PR,NOS,48498,234.09
MOTOR VEHICLE/CARS,BARBADOS,NOS,369,4.68
MOTOR VEHICLE/CARS,BELGIUM,NOS,371,5
MOTOR VEHICLE/CARS,BELIZE,NOS,14,0.16
MOTOR VEHICLE/CARS,BENIN,NOS,900,1.18
MOTOR VEHICLE/CARS,BERMUDA,NOS,188,1.72
MOTOR VEHICLE/CARS,BHUTAN,NOS,5821,53.28
MOTOR VEHICLE/CARS,BOLIVIA,NOS,7498,43.87
MOTOR VEHICLE/CARS,BOTSWANA,NOS,5,0.06
MOTOR VEHICLE/CARS,BR VIRGN IS,NOS,11,0.14
MOTOR VEHICLE/CARS,BRAZIL,NOS,3,0.12
MOTOR VEHICLE/CARS,BRUNEI,NOS,2445,24.27
MOTOR VEHICLE/CARS,BURKINA FASO,NOS,472,0.94
MOTOR VEHICLE/CARS,BURUNDI,NOS,653,1.11
MOTOR VEHICLE/CARS,C AFRI REP,NOS,2,0.06
MOTOR VEHICLE/CARS,CAMBODIA,NOS,25937,40.1
MOTOR VEHICLE/CARS,CAMEROON,NOS,67,0.79
MOTOR VEHICLE/CARS,CANADA,NOS,4781,70.21
MOTOR VEHICLE/CARS,CAPE VERDE IS,NOS,61,0.59
MOTOR VEHICLE/CARS,CAYMAN IS,NOS,184,2.17
MOTOR VEHICLE/CARS,CHAD,NOS,8536,12.96
MOTOR VEHICLE/CARS,CHILE,NOS,27845,181.34
MOTOR VEHICLE/CARS,CHINA P RP,NOS,92,9.51
MOTOR VEHICLE/CARS,COLOMBIA,NOS,10104,39.79
MOTOR VEHICLE/CARS,COMOROS,NOS,15,0.02
MOTOR VEHICLE/CARS,CONGO D. REP.,NOS,1825,3.93
MOTOR VEHICLE/CARS,CONGO P REP,NOS,439,13.41
MOTOR VEHICLE/CARS,COSTA RICA,NOS,4391,34.53
MOTOR VEHICLE/CARS,COTE D' IVOIRE,NOS,2434,31.46
MOTOR VEHICLE/CARS,CROATIA,NOS,36,0.42
MOTOR VEHICLE/CARS,CUBA,NOS,2306,14.07
MOTOR VEHICLE/CARS,CYPRUS,NOS,52,1.83
MOTOR VEHICLE/CARS,CZECH REPUBLIC,NOS,8,0.46
MOTOR VEHICLE/CARS,DENMARK,NOS,698,8.96
MOTOR VEHICLE/CARS,DJIBOUTI,NOS,1938,10.47
MOTOR VEHICLE/CARS,DOMINIC REP,NOS,1481,15.04
MOTOR VEHICLE/CARS,ECUADOR,NOS,3555,24.92
MOTOR VEHICLE/CARS,EGYPT A RP,NOS,22296,35.72
MOTOR VEHICLE/CARS,EL SALVADOR,NOS,1567,8.05
MOTOR VEHICLE/CARS,ESTONIA,NOS,1,0
MOTOR VEHICLE/CARS,ETHIOPIA,NOS,30687,54.83
MOTOR VEHICLE/CARS,FIJI IS,NOS,245,2.82
MOTOR VEHICLE/CARS,FR POLYNESIA,NOS,438,3.37
MOTOR VEHICLE/CARS,FRANCE,NOS,4385,48.78
MOTOR VEHICLE/CARS,GABON,NOS,31,0.57
MOTOR VEHICLE/CARS,GAMBIA,NOS,58,0.27
MOTOR VEHICLE/CARS,GEORGIA,NOS,2,0.04
MOTOR VEHICLE/CARS,GERMANY,NOS,4647,44.01
MOTOR VEHICLE/CARS,GHANA,NOS,10357,23.88
MOTOR VEHICLE/CARS,GREECE,NOS,532,3.59
MOTOR VEHICLE/CARS,GRENADA,NOS,73,0.9
MOTOR VEHICLE/CARS,GUADELOUPE,NOS,208,1.5
MOTOR VEHICLE/CARS,GUATEMALA,NOS,11800,32.89
MOTOR VEHICLE/CARS,GUINEA,NOS,875,1.57
MOTOR VEHICLE/CARS,GUYANA,NOS,8,0.1
MOTOR VEHICLE/CARS,HAITI,NOS,1744,2.21
MOTOR VEHICLE/CARS,HONDURAS,NOS,2537,8.5
MOTOR VEHICLE/CARS,HUNGARY,NOS,520,3.28
MOTOR VEHICLE/CARS,INDONESIA,NOS,22315,176.36
MOTOR VEHICLE/CARS,IRAN,NOS,15,3.57
MOTOR VEHICLE/CARS,IRAQ,NOS,28237,43.53
MOTOR VEHICLE/CARS,IRELAND,NOS,3,0.03
MOTOR VEHICLE/CARS,ISRAEL,NOS,7037,67.89
MOTOR VEHICLE/CARS,ITALY,NOS,12798,124.91
MOTOR VEHICLE/CARS,JAMAICA,NOS,478,5.76
MOTOR VEHICLE/CARS,JAPAN,NOS,2487,59.37
MOTOR VEHICLE/CARS,JORDAN,NOS,3346,32.84
MOTOR VEHICLE/CARS,KENYA,NOS,6544,34
MOTOR VEHICLE/CARS,KOREA RP,NOS,135,6.16
MOTOR VEHICLE/CARS,KUWAIT,NOS,8064,84.49
MOTOR VEHICLE/CARS,LAO PD RP,NOS,437,4.85
MOTOR VEHICLE/CARS,LEBANON,NOS,1306,9.39
MOTOR VEHICLE/CARS,LIBERIA,NOS,1111,3.72
MOTOR VEHICLE/CARS,LIBYA,NOS,1611,16.73
MOTOR VEHICLE/CARS,LITHUANIA,NOS,6,1.12
MOTOR VEHICLE/CARS,MACAO,NOS,10,0.17
MOTOR VEHICLE/CARS,MADAGASCAR,NOS,3503,7.04
MOTOR VEHICLE/CARS,MALAWI,NOS,107,2.72
MOTOR VEHICLE/CARS,MALAYSIA,NOS,372,7.98
MOTOR VEHICLE/CARS,MALDIVES,NOS,42,0.82
MOTOR VEHICLE/CARS,MALI,NOS,110,7.51
MOTOR VEHICLE/CARS,MALTA,NOS,213,1.72
MOTOR VEHICLE/CARS,MARSHALL ISLAND,NOS,9,0.1
MOTOR VEHICLE/CARS,MAURITANIA,NOS,89,0.34
MOTOR VEHICLE/CARS,MAURITIUS,NOS,2371,21.7
MOTOR VEHICLE/CARS,MEXICO,NOS,171546,1331.09
MOTOR VEHICLE/CARS,MOROCCO,NOS,3021,29.87
MOTOR VEHICLE/CARS,MOZAMBIQUE,NOS,2678,17.95
MOTOR VEHICLE/CARS,MYANMAR,NOS,8798,21.57
MOTOR VEHICLE/CARS,NAURU RP,NOS,1,0.1
MOTOR VEHICLE/CARS,NEPAL,NOS,48138,235.96
MOTOR VEHICLE/CARS,NETHERLAND,NOS,132,1.92
MOTOR VEHICLE/CARS,NETHERLANDANTIL,NOS,756,7.21
MOTOR VEHICLE/CARS,NEW CALEDONIA,NOS,205,2.07
MOTOR VEHICLE/CARS,NEW ZEALAND,NOS,1206,17.37
MOTOR VEHICLE/CARS,NICARAGUA,NOS,650,3.63
MOTOR VEHICLE/CARS,NIGERIA,NOS,162836,220.66
MOTOR VEHICLE/CARS,NORWAY,NOS,1,0.32
MOTOR VEHICLE/CARS,OMAN,NOS,4994,51.19
MOTOR VEHICLE/CARS,PANAMA REPUBLIC,NOS,5081,43.98
MOTOR VEHICLE/CARS,PARAGUAY,NOS,344,2.82
MOTOR VEHICLE/CARS,PERU,NOS,43390,140.79
MOTOR VEHICLE/CARS,PHILIPPINES,NOS,10665,35.03
MOTOR VEHICLE/CARS,POLAND,NOS,1604,12.84
MOTOR VEHICLE/CARS,PORTUGAL,NOS,387,4.4
MOTOR VEHICLE/CARS,PUERTO RICO,NOS,761,9.78
MOTOR VEHICLE/CARS,QATAR,NOS,6400,59.78
MOTOR VEHICLE/CARS,ROMANIA,NOS,99,1.43
MOTOR VEHICLE/CARS,RUSSIA,NOS,13,5.67
MOTOR VEHICLE/CARS,RWANDA,NOS,51,0.59
MOTOR VEHICLE/CARS,SAMOA,NOS,58,0.64
MOTOR VEHICLE/CARS,SAO TOME,NOS,1,0.01
MOTOR VEHICLE/CARS,SAUDI ARAB,NOS,78544,725
MOTOR VEHICLE/CARS,SENEGAL,NOS,628,9.45
MOTOR VEHICLE/CARS,SEYCHELLES,NOS,1151,9.79
MOTOR VEHICLE/CARS,SIERRA LEONE,NOS,1016,1.57
MOTOR VEHICLE/CARS,SINGAPORE,NOS,25,5.23
MOTOR VEHICLE/CARS,SLOVENIA,NOS,75,0.86
MOTOR VEHICLE/CARS,SOMALIA,NOS,12003,20.95
MOTOR VEHICLE/CARS,SOUTH AFRICA,NOS,122332,918.36
MOTOR VEHICLE/CARS,SOUTH SUDAN,NOS,161,0.49
MOTOR VEHICLE/CARS,SPAIN,NOS,1424,16.96
MOTOR VEHICLE/CARS,SRI LANKA DSR,NOS,22484,94.17
MOTOR VEHICLE/CARS,ST KITT N A,NOS,61,0.81
MOTOR VEHICLE/CARS,ST LUCIA,NOS,103,0.91
MOTOR VEHICLE/CARS,ST VINCENT,NOS,2,0.03
MOTOR VEHICLE/CARS,SUDAN,NOS,7829,20.9
MOTOR VEHICLE/CARS,SURINAME,NOS,19,0.28
MOTOR VEHICLE/CARS,SWEDEN,NOS,7,0.03
MOTOR VEHICLE/CARS,SWITZERLAND,NOS,169,3.37
MOTOR VEHICLE/CARS,TAIWAN,NOS,589,6.62
MOTOR VEHICLE/CARS,TANZANIA REP,NOS,11132,32.31
MOTOR VEHICLE/CARS,THAILAND,NOS,1889,38.67
MOTOR VEHICLE/CARS,TIMOR-LESTE,NOS,5,0.03
MOTOR VEHICLE/CARS,TOGO,NOS,472,1.13
MOTOR VEHICLE/CARS,TRINIDAD,NOS,995,11.71
MOTOR VEHICLE/CARS,TUNISIA,NOS,6819,48.85
MOTOR VEHICLE/CARS,TURKEY,NOS,225,4.22
MOTOR VEHICLE/CARS,TURKS C IS,NOS,1,0.01
MOTOR VEHICLE/CARS,U ARAB EMTS,NOS,35751,315.54
MOTOR VEHICLE/CARS,U K,NOS,6193,95.82
MOTOR VEHICLE/CARS,U S A,NOS,69382,992.15
MOTOR VEHICLE/CARS,UGANDA,NOS,728,12.09
MOTOR VEHICLE/CARS,UKRAINE,NOS,206,2.35
MOTOR VEHICLE/CARS,UNSPECIFIED,NOS,92,1.02
MOTOR VEHICLE/CARS,URUGUAY,NOS,4791,22.01
MOTOR VEHICLE/CARS,UZBEKISTAN,NOS,29,0.18
MOTOR VEHICLE/CARS,VANUATU REP,NOS,42,0.4
MOTOR VEHICLE/CARS,VENEZUELA,NOS,70,0.5
MOTOR VEHICLE/CARS,VIETNAM SOC REP,NOS,975,61
MOTOR VEHICLE/CARS,YEMEN REPUBLC,NOS,62,0.58
MOTOR VEHICLE/CARS,ZAMBIA,NOS,94,1.1
MOTOR VEHICLE/CARS,ZIMBABWE,NOS,41,0.89
TWO AND THREE WHEELERS,AFGHANISTAN,NOS,270,0.14
TWO AND THREE WHEELERS,ANGOLA,NOS,4839,2.8
TWO AND THREE WHEELERS,ARGENTINA,NOS,10800,14.6
TWO AND THREE WHEELERS,AUSTRALIA,NOS,3565,11
TWO AND THREE WHEELERS,AUSTRIA,NOS,14528,37.8
TWO AND THREE WHEELERS,AZERBAIJAN,NOS,24,0.02
TWO AND THREE WHEELERS,BAHAMAS,NOS,180,0.14
TWO AND THREE WHEELERS,BAHARAIN IS,NOS,727,0.73
TWO AND THREE WHEELERS,BANGLADESH PR,NOS,191925,155.47
TWO AND THREE WHEELERS,BARBADOS,NOS,2,0
TWO AND THREE WHEELERS,BELGIUM,NOS,942,5.22
TWO AND THREE WHEELERS,BENIN,NOS,34039,15.4
TWO AND THREE WHEELERS,BERMUDA,NOS,389,0.41
TWO AND THREE WHEELERS,BHUTAN,NOS,604,0.86
TWO AND THREE WHEELERS,BOLIVIA,NOS,7411,4.23
TWO AND THREE WHEELERS,BOTSWANA,NOS,1,0
TWO AND THREE WHEELERS,BRAZIL,NOS,7350,13.3
TWO AND THREE WHEELERS,BULGARIA,NOS,42,0.11
TWO AND THREE WHEELERS,BURKINA FASO,NOS,6562,4.43
TWO AND THREE WHEELERS,BURUNDI,NOS,4386,2.4
TWO AND THREE WHEELERS,C AFRI REP,NOS,662,0.31
TWO AND THREE WHEELERS,CAMBODIA,NOS,1846,1.95
TWO AND THREE WHEELERS,CAMEROON,NOS,25633,9.97
TWO AND THREE WHEELERS,CANADA,NOS,214,0.25
TWO AND THREE WHEELERS,CAPE VERDE IS,NOS,24,0.02
TWO AND THREE WHEELERS,CHILE,NOS,11866,13.64
TWO AND THREE WHEELERS,CHINA P RP,NOS,2901,6.37
TWO AND THREE WHEELERS,COLOMBIA,NOS,311686,228.31
TWO AND THREE WHEELERS,COMOROS,NOS,1,0
TWO AND THREE WHEELERS,CONGO D. REP.,NOS,106327,52.93
TWO AND THREE WHEELERS,CONGO P REP,NOS,2064,1.02
TWO AND THREE WHEELERS,COSTA RICA,NOS,4910,4.72
TWO AND THREE WHEELERS,COTE D' IVOIRE,NOS,2066,1.16
TWO AND THREE WHEELERS,CYPRUS,NOS,206,0.17
TWO AND THREE WHEELERS,CZECH REPUBLIC,NOS,2,0
TWO AND THREE WHEELERS,DENMARK,NOS,5,0.01
TWO AND THREE WHEELERS,DJIBOUTI,NOS,2708,1.64
TWO AND THREE WHEELERS,DOMINIC REP,NOS,17866,10.12
TWO AND THREE WHEELERS,ECUADOR,NOS,20654,18.23
TWO AND THREE WHEELERS,EGYPT A RP,NOS,10263,0.82
TWO AND THREE WHEELERS,EL SALVADOR,NOS,13344,10.86
TWO AND THREE WHEELERS,ETHIOPIA,NOS,38433,26.82
TWO AND THREE WHEELERS,FINLAND,NOS,4,0.01
TWO AND THREE WHEELERS,FR GUIANA,NOS,96,0.11
TWO AND THREE WHEELERS,FR POLYNESIA,NOS,48,0.06
TWO AND THREE WHEELERS,FRANCE,NOS,6319,19.8
TWO AND THREE WHEELERS,GABON,NOS,7,0.01
TWO AND THREE WHEELERS,GAMBIA,NOS,417,0.23
TWO AND THREE WHEELERS,GEORGIA,NOS,424,0.44
TWO AND THREE WHEELERS,GERMANY,NOS,7931,20.36
TWO AND THREE WHEELERS,GHANA,NOS,7457,3.35
TWO AND THREE WHEELERS,GREECE,NOS,32,0.11
TWO AND THREE WHEELERS,GUADELOUPE,NOS,48,0.06
TWO AND THREE WHEELERS,GUATEMALA,NOS,70811,53.71
TWO AND THREE WHEELERS,GUINEA,NOS,108748,49.67
TWO AND THREE WHEELERS,GUINEA BISSAU,NOS,505,0.2
TWO AND THREE WHEELERS,GUYANA,NOS,40,0.03
TWO AND THREE WHEELERS,HAITI,NOS,3294,1.63
TWO AND THREE WHEELERS,HONDURAS,NOS,18576,15.24
TWO AND THREE WHEELERS,HONG KONG,NOS,149,0.31
TWO AND THREE WHEELERS,INDONESIA,NOS,1101,1.43
TWO AND THREE WHEELERS,IRAN,NOS,1,0
TWO AND THREE WHEELERS,IRAQ,NOS,12208,6.65
TWO AND THREE WHEELERS,IRELAND,NOS,6,0
TWO AND THREE WHEELERS,ISRAEL,NOS,218,0.6
TWO AND THREE WHEELERS,ITALY,NOS,13714,18.09
TWO AND THREE WHEELERS,JAMAICA,NOS,316,0.33
TWO AND THREE WHEELERS,JAPAN,NOS,8758,15.21
TWO AND THREE WHEELERS,JORDAN,NOS,1150,1.02
TWO AND THREE WHEELERS,KAZAKHSTAN,NOS,32,0.09
TWO AND THREE WHEELERS,KENYA,NOS,140155,72.81
TWO AND THREE WHEELERS,KOREA RP,NOS,941,2.73
TWO AND THREE WHEELERS,KUWAIT,NOS,2913,2.68
TWO AND THREE WHEELERS,LEBANON,NOS,960,0.92
TWO AND THREE WHEELERS,LIBERIA,NOS,15698,6.72
TWO AND THREE WHEELERS,LIBYA,NOS,1230,0.96
TWO AND THREE WHEELERS,MADAGASCAR,NOS,1843,1.11
TWO AND THREE WHEELERS,MALAWI,NOS,159,0.08
TWO AND THREE WHEELERS,MALAYSIA,NOS,3026,4.62
TWO AND THREE WHEELERS,MALDIVES,NOS,166,0.22
TWO AND THREE WHEELERS,MALI,NOS,5296,3.5
TWO AND THREE WHEELERS,MAURITIUS,NOS,2173,2.2
TWO AND THREE WHEELERS,MAYOTTE,NOS,96,0.11
TWO AND THREE WHEELERS,MEXICO,NOS,70000,69.25
TWO AND THREE WHEELERS,MOROCCO,NOS,144,0.16
TWO AND THREE WHEELERS,MOZAMBIQUE,NOS,2565,1.16
TWO AND THREE WHEELERS,MYANMAR,NOS,10819,10.13
TWO AND THREE WHEELERS,NEPAL,NOS,271707,197.8
TWO AND THREE WHEELERS,NETHERLAND,NOS,8,0.01
TWO AND THREE WHEELERS,NETHERLANDANTIL,NOS,50,0.04
TWO AND THREE WHEELERS,NEW CALEDONIA,NOS,12,0.03
TWO AND THREE WHEELERS,NEW ZEALAND,NOS,1094,2.55
TWO AND THREE WHEELERS,NICARAGUA,NOS,6426,5.11
TWO AND THREE WHEELERS,NIGER,NOS,1296,0.52
TWO AND THREE WHEELERS,NIGERIA,NOS,740778,322.98
TWO AND THREE WHEELERS,OMAN,NOS,97,0.1
TWO AND THREE WHEELERS,PANAMA REPUBLIC,NOS,698,0.77
TWO AND THREE WHEELERS,PAPUA N GNA,NOS,4,0
TWO AND THREE WHEELERS,PARAGUAY,NOS,2470,2.09
TWO AND THREE WHEELERS,PERU,NOS,19455,20.15
TWO AND THREE WHEELERS,PHILIPPINES,NOS,240509,141.88
TWO AND THREE WHEELERS,POLAND,NOS,153,0.21
TWO AND THREE WHEELERS,QATAR,NOS,2237,2.1
TWO AND THREE WHEELERS,REUNION,NOS,97,0.11
TWO AND THREE WHEELERS,RUSSIA,NOS,3289,3.33
TWO AND THREE WHEELERS,RWANDA,NOS,10324,7.05
TWO AND THREE WHEELERS,SAUDI ARAB,NOS,1962,1.68
TWO AND THREE WHEELERS,SENEGAL,NOS,1879,1.01
TWO AND THREE WHEELERS,SEYCHELLES,NOS,264,0.23
TWO AND THREE WHEELERS,SIERRA LEONE,NOS,19810,8.91
TWO AND THREE WHEELERS,SINGAPORE,NOS,1431,3.85
TWO AND THREE WHEELERS,SLOVENIA,NOS,4,0
TWO AND THREE WHEELERS,SOMALIA,NOS,60,0.07
TWO AND THREE WHEELERS,SOUTH AFRICA,NOS,1345,1.93
TWO AND THREE WHEELERS,SOUTH SUDAN,NOS,5,0
TWO AND THREE WHEELERS,SPAIN,NOS,1429,3.79
TWO AND THREE WHEELERS,SRI LANKA DSR,NOS,247331,175.69
TWO AND THREE WHEELERS,SUDAN,NOS,2281,1.32
TWO AND THREE WHEELERS,SWEDEN,NOS,264,0.16
TWO AND THREE WHEELERS,SWITZERLAND,NOS,272,0.9
TWO AND THREE WHEELERS,TAIWAN,NOS,4328,7.7
TWO AND THREE WHEELERS,TANZANIA REP,NOS,51312,25.88
TWO AND THREE WHEELERS,THAILAND,NOS,4514,8.83
TWO AND THREE WHEELERS,TOGO,NOS,5716,2.27
TWO AND THREE WHEELERS,TRINIDAD,NOS,13,0.01
TWO AND THREE WHEELERS,TUNISIA,NOS,1,0
TWO AND THREE WHEELERS,TURKEY,NOS,3417,2.94
TWO AND THREE WHEELERS,U ARAB EMTS,NOS,19432,14.53
TWO AND THREE WHEELERS,U K,NOS,5196,13.82
TWO AND THREE WHEELERS,U S A,NOS,7087,16.85
TWO AND THREE WHEELERS,UGANDA,NOS,110412,60.71
TWO AND THREE WHEELERS,UKRAINE,NOS,3667,2.86
TWO AND THREE WHEELERS,UNSPECIFIED,NOS,74,0.2
TWO AND THREE WHEELERS,URUGUAY,NOS,1591,1.57
TWO AND THREE WHEELERS,VIETNAM SOC REP,NOS,524,1.08
TWO AND THREE WHEELERS,YEMEN REPUBLC,NOS,48,0.03
TWO AND THREE WHEELERS,ZAMBIA,NOS,483,0.26
TWO AND THREE WHEELERS,ZIMBABWE,NOS,16,0.02
PROJECT GOODS,AFGHANISTAN,KGS,1010,0.03
PROJECT GOODS,AUSTRALIA,KGS,10,0
PROJECT GOODS,AUSTRIA,KGS,6120,0.1
PROJECT GOODS,BAHARAIN IS,KGS,4851,0.02
PROJECT GOODS,BANGLADESH PR,KGS,1557,0.02
PROJECT GOODS,BARBADOS,KGS,10,0
PROJECT GOODS,BELGIUM,KGS,67,0
PROJECT GOODS,BENIN,KGS,4,0
PROJECT GOODS,BHUTAN,KGS,33743,0.06
PROJECT GOODS,BOTSWANA,KGS,60,0.01
